objectid,title,description,orthography,orthography_tone,ipa,part_of_speech,semantic_domain,tone_melody,syllable_structure,phonation_type,english,spanish,speaker,notes,object_location,format,display_template
ya-a-03,yá'a,brown,ya'a,yá'a,[jáˀā],noun,colors,HM,CV?V,glottalized,brown,café,,,objects/café_(color).wav,audio/wav,audio
ya-a-04,yà'á,orange (color),ya'a,yà'á,[jàˀá],noun,colors,LH,CV?V,glottalized,orange (color),anaranjado,NGC,timestamp 1:44 [unresolved media reference: 'Cómo se dice colores en Mixteco:La comadre Oaxaquena (youtube.com)'],,,
ya-a-05,ya'á,orange (color),ya'a,ya'á,[jāˀá],adjective,descriptions,MH,CV?V,glottalized,orange (color),naranja (color),,,,,
ya-a-06,ya'ǎ,chili,ya'a,ya'ǎ,[jāˀǎ],noun,"food, drink, and cooking",MR,CV?V,glottalized,chili,chile,NGC,,objects/chile.wav,audio/wav,audio
ya-a-07,yá'à,coffee,ya'a,yá'à,[jáˀà],noun,"food, drink, and cooking",HL,CV?V,glottalized,coffee,café,NGC,,objects/café.wav,audio/wav,audio
ya-a-kuiji-01,ya'a kuiji,an immature chile,ya'a kuiji,,[jaˀa kʷiʰi],noun,plants and trees,,CV?V CVhV,multiple word types,an immature chile,chile cuando está verde,,,objects/chile_cuando_está_verde.wav,audio/wav,audio
ya-vi-01,ya'vi,face,ya'vi,,[jaˀβi],noun,body parts and the body,,CV?CV,glottalized,face,cara,NGC,,objects/cara.wav,audio/wav,audio
ya-vi-02,ya'vì,expensive,ya'vi,ya'vì,[jāˀβì],adjective,descriptions,ML,CV?CV,glottalized,expensive,caro,,,,,
ya-vi-03,yǎ'vì,cheap,ya'vi,yǎ'vì,[jǎˀβì],adjective,descriptions,RL,CV?CV,glottalized,cheap,barato,,,objects/barato.wav,audio/wav,audio
yavi-01,yà’vi,price,ya’vi,yà’vi,[jàˀβi],noun,social events and responsibilities,LM,CV?CV,glottalized,price,precio,JGO,,,,
yaa-01,yaà,song,yaa,yaà,[jaà],noun,Actions and activities,ML,CVV,modal,song,canción,NGC,,objects/canción.wav,audio/wav,audio
yaa-02,yaa,white,yaa,yaa,[jāā],noun,colors,MM,CVV,modal,white,blanco,JGO,,objects/blanco.wav,audio/wav,audio
yaa-03,yaà,slow,yaa,yaà,[jāà],adjective,descriptions,ML,CVV,modal,slow,lento,,,,,
yaavi-01,yáàvì,hole,yaavi,yáàvì,[jáàβì],noun,,HLL,CVVCV,modal,hole,hoyo,NGC,,objects/hoyo.wav,audio/wav,audio
yaja-01,yájǎ,tongue,yaja,yájǎ,[jâʰǎ],noun,body parts and the body,HR,CVhV,aspirated,tongue,lengua,LA,Said,objects/lengua.wav,audio/wav,audio
yaja-02,yàjǎ,gray,yaja,yàjǎ,[jàʰǎ],noun,colors,LR,CVhV,aspirated,gray,gris,,,objects/gris.wav,audio/wav,audio
yaja-ini-ita-01,yaja ini'ita,pollen,yaja ini'ita,,[jaʰa iniˀita],noun,landscape and environment,,CVCV VCV?VCV,glottalized,pollen,polen,NGC,,,,
yajan-01,yájân,their tongue (stranger),yajan,yájân,[jâʰã̂],noun,body parts and the body,HF,CVhV,aspirated,their tongue (stranger),su lengua (desconocido),LA,Said,objects/su_lengua_(desconocido).wav,audio/wav,audio
yajavi-01,yâjavǐ,maguey,yajavi,yâjavǐ,[jâʰaβǐ],,,FMR,CVhVCV,aspirated,maguey,maguey,RDC,check tones and aspiration,objects/maguey.wav,audio/wav,audio
yajavi-ntuxi-01,yâjavǐ ntǔxì,maguey that produces pulque,yajavi ntuxi,yâjavǐ ntǔxì,[jâʰaβǐ ⁿtǔʃì],,,FMR RL,CVhVCV CVCV,aspirated,maguey that produces pulque,maguey que da pulque,RDC,check tones and aspiration,objects/maguey_que_de_pulque.wav,audio/wav,audio
yajavi-tatan-01,yâjavǐ tátán,healing aloe vera,yajavi tatan,yâjavǐ tátán,[jâʰaβǐ tátã́],,,FMR HH,CVhVCV CVCV,aspirated,healing aloe vera,savila curativa,RDC,check tones and aspiration,objects/savila_curativa.wav,audio/wav,audio
yaje-01,yájě,our tongues,yaje,yájě,[jâʰě],noun,body parts and the body,HR,CVhV,aspirated,our tongues,nuestras lenguas,LA,Said,objects/nuestras_lenguas.wav,audio/wav,audio
yaji-01,yájî,my tongue,yaji,yájî,[jáʰî],noun,body parts and the body,HF,CVhV,aspirated,my tongue,mi lengua,LA,Said,objects/mi_lengua.wav,audio/wav,audio
yata-01,yâtá,old man,yata,yâtá,[jâʰtá],noun,people,FH,CVhCV,pre-aspirated,old man,anciano,NGC,,objects/anicano.wav,audio/wav,audio
yata-02,yatá,old,yata,yatá,[jāʰtá],adjective,states of being,MH,CVhCV,pre-aspirated,old,viejo,,,objects/viejo.wav,audio/wav,audio
yajun-01,yájǔn,your tongue,yajun,yájǔn,[jâʰũ̌],noun,body parts and the body,HR,CVhV,aspirated,your tongue,tu lengua,LA,Said,objects/tu_lengua.wav,audio/wav,audio
yajvi-01,yajvǐ,maguey,yajvi,yajvǐ,[jaʰβǐ],noun,plants and trees,MR,CVhCV,aspirated,maguey,maguey,RDC,Said,objects/maguey.wav,audio/wav,audio
yajvi-02,jajvi,aloe,yajvi,jajvi,[jaʰβi],noun,plants and trees,MM,CVhCV,pre-aspirated,aloe,sabila,NGC,[media cell had extra text: '1:59-2:01'],https://youtu.be/WetShLb64Mg?si=wbwwg3akHrnYxjeh&t=119,text/html,record
yakua-01,yakuà,dirty,yakua,yakuà,[jāʰkʷà],adjective,states of being,ML,CVhCV,pre-aspirated,dirty,sucio,,,objects/sucio.wav,audio/wav,audio
yakuin-01,yākuǐn,armadillo,yakuin,yākuǐn,[jākʷĩ̌],noun,wild animals,MR,CVCV,modal,armadillo,armadillo,JGO,,,,
yatsin-01,yatsin,close,yatsin,yatsin,[jat͡sʲn],adjective,descriptions,MM,CVCC,modal,close,cerca,,,,,
yavi-02,yavi,leaves tracks on,yavi,yavi,[jaβi],verb,landscape and environment,MM,CVCV,modal,leaves tracks on,hollo,NGC,,objects/hollo.wav,audio/wav,audio
yaxin-01,yàxin,shallow,yaxin,yàxin,[jàʃĩ],adjective,descriptions,LM,CVCCV,pre-aspirated,shallow,poco profundo,,,,,
ye-e-01,yé'e,bright,ye'e,yé'e,[jéˀe],adjective,states of being,HM,CV?V,glottalized,bright,brillante,NGC,,objects/brillante.wav,audio/wav,audio
yi-yuva-kuku-01,yí'yùva kúku,thread to embroider make clothes,yi'yuva kuku,yí'yùva kúku,[jíˀjùβa kúku],noun,tools and implements,HLM HM,CV?CVCV CVCV,glottalized,thread to embroider make clothes,hilo para bordar o hacer ropa,NGC,need better sound file,objects/hilo_para_bordar_o_hacer_ropa.wav,audio/wav,audio
yi-yuva-na-ka-ama-01,yí'yùva nǎ kà'amá,"thread to fix clothes, patch",yi'yuva na ka'ama,yí'yùva nǎ kà'amá,[jíˀjùβa nǎ kàˀamá],noun,tools and implements,HLM R LMH,CV?CVCV CV CV?VCV,glottalized,"thread to fix clothes, patch",hilo para arreglar ropa,NGC,need better sound file,objects/hilo_para_arreglar_ropa.wav,audio/wav,audio
yikui-01,yikui,owl,yikui,yikui,[jiʰkʷi],noun,wild animals,MM,CVhCV,pre-aspirated,owl,tecolote,NGC,,objects/tecolote.wav,audio/wav,audio
yiva-ixin-01,yìvà īxǐn,chepil,yiva ixin,yìvà īxǐn,[jìβà īʃĩ̌],noun,plants and trees,LL MR,CVCV VCV,modal,chepil,chepil,JGO,,,,
yiva-tioo-01,yivà tióǒ,a type of edible mallow plant,yiva tioo,yivà tióǒ,[jiβà tʲóǒ],noun,plants and trees,FR,CVCV CVV,modal,a type of edible mallow plant,alache,,,objects/alache.wav,audio/wav,audio
yiva-tioo-si-i-01,yìvà tióǒ sí'i,alache with broad leaves,yiva tioo si'i,yìvà tióǒ sí'i,[jìβà tióǒ síˀi],,,LL HR HM,,,alache with broad leaves,alache con hoja ancha,,,,,
yiva-tioo-tsiaja-01,yìvà tióǒ tsiàjā,alache with thin leaves,yiva tioo tsiaja,yìvà tióǒ tsiàjā,[jìβà tʲóǒ ͡tsʲàʰā],noun,plants and trees,LL HR LM,CVCV CVV CVhV,multiple word types,alache with thin leaves,alache con hoja delgada,JGO,,,,
yiva-tioo-xi-i-01,yìvà tióǒ xí'ī,alache with broad leaves,yiva tioo xi'i,yìvà tióǒ xí'ī,[jìβà tʲóǒ ʃíˀī],noun,plants and trees,LL HR HM,CVCV CVV CV?V,multiple word types,alache with broad leaves,alache con hoja ancha ,JGO,,,,
yiva-utsiin-01,yìvà ìtsiìn,amaranth,yiva utsiin,yìvà ìtsiìn,[jìβà ìtsʲĩ̀],noun,plants and trees,LL LL,CVCV VCV,modal,amaranth,quintonil,JGO,,,,
yiva-ya-a-01,yìvà yā'á,chenopodium nuttalliae,yiva ya'a,yìvà yā'á,[jìβà jāˀá],noun,plants and trees,LL MH,CVCV CV?V,multiple word types,chenopodium nuttalliae,huauzontle,JGO,,,,
yivi-01,yivǐ,person,yivi,yivǐ,[jiβǐ],noun,life and health,MR,CVCV,modal,person,persona,JGO,,,,
yivi-to-no-01,yivito'no,San Isidro de La Raya,yivi to'no,yivito'no,[jiβitoˀno],proper name,directions and locations,,CVCVCV?CV,glottalized,San Isidro de La Raya,San Isidro de La Raya,JGO,,objects/san_isidro_de_la_raya.wav,audio/wav,audio
yiy-yuva-01,yí'yùva,thread,yiy'yuva,yí'yùva,[jíˀjùβa],noun,tools and implements,HLM,CV?CVCV,glottalized,thread,hilo,NGC,need better sound file,objects/hilo.wav,audio/wav,audio
yo-o-01,yò'ǒ,crooked/twisted,yo'o,yò'ǒ,[jòˀǒ],adjective,descriptions,LR,CV?V,glottalized,crooked/twisted,chueco/torcido,,,,,
yo-o-iyi-01,yó'ò íyì,I'm here,yo'o iyi,yó'ò íyì,[jóˀò íjì],,states of being,HL HL,CV?V VCV,glottalized,I'm here,aquí estoy,NGC,Said,objects/aqui_estoy.wav,audio/wav,audio
yo-o-ndenda-01,yó'ò ndéndà,We're here,yo'o ndenda,yó'ò ndéndà,[yóˀò ndéndà],,states of being,HL HL,CV?V CVCV,glottalized,We're here,aquí estamos,NGC,Said,objects/aqui_estamos.wav,audio/wav,audio
yoko-01,yôkò,wasp,yoko,yôkò,[jôʰkò],noun,wild animals,FL,CVhCV,pre-aspirated,wasp,avispa,NGC,,objects/avispa.wav,audio/wav,audio
yojno-01,yôjnǒ,rope,yojno,yôjnǒ,[jôʰnǒ],noun,tools and implements,FR,CVhCV,aspirated,rope,cuerda,JGO,,objects/cuerda.wav,audio/wav,audio
yojo-sokun-01,yòjǒ sòkǔn,throat,yojo sokun,yòjǒ sòkǔn,[jòʰǒ sòkũ̌],noun,body parts and the body,LR LR,CVhV CVCV,aspirated,throat,garganta,RDC,,objects/garganta_3.wav,audio/wav,audio
yoko-02,yókǒ,ear of corn,yoko,yókǒ,[jókǒ],noun,"food, drink, and cooking",HR,CVCV,modal,ear of corn,espiga de la milpa,JGO,,,,
yoo-01,yòò,pitcher,yoo,yòò,[jòò],noun,tools and implements,LL,CVV,modal,pitcher,cántaro/jarra,,,objects/cántaro.wav,audio/wav,audio
yoso-01,yòso,metate,yoso,yòso,[jòso],noun,,LM,CVCV,modal,metate,metate,LA,Said,objects/metate.wav,audio/wav,audio
yosotono-01,yòsotǒñó,espinal,yosotoño,yòsotǒñó,[jòsotǒɲó],proper name,directions and locations,LMRH,CVCVCVCCV,modal,espinal,espinal,,,objects/espinal.wav,audio/wav,audio
yu-kaku-ki-01,yu kaku kî,I will be born,yu kaku ki,yu kaku kî,[ju kaku kî],verb (potential),Actions and activities,M MM F,CV CVCV CV,modal,I will be born,voy a nacer,LA,Said,objects/voy_a_nacer.wav,audio/wav,audio
yu-a-01,yù'â,their mouth,yu'a,yù'â,[jùˀâ],noun,body parts and the body,LF,CV?V,glottalized,their mouth,su boca,LA,Said,objects/su_boca.wav,audio/wav,audio
yu-e-01,yù'ě,our mouths,yu'e,yù'ě,[jùˀě],noun,body parts and the body,LR,CV?V,glottalized,our mouths,nuestras bocas,LA,Said,objects/nuestros_bocas.wav,audio/wav,audio
yu-i-01,yù'î,my mouth,yu'i,yù'î,[jùˀî],noun,body parts and the body,LF,CV?V,glottalized,my mouth,mi boca,LA,Said,objects/mi_boca.wav,audio/wav,audio
yu-u-01,yù'ǔ,mouth,yu'u,yù'ǔ,[jùˀǔ],noun,body parts and the body,LR,CV?V,glottalized,mouth,boca,LA,Said,objects/boca.wav,audio/wav,audio
yu-u-so-o-01,yu'ǔ sò'o,earlobe,yu'u so'o,yu'ǔ sò'o,[juˀǔ sòˀo],noun,body parts and the body,,,,earlobe,lobulo de la oreja,,,,,
yu-u-tsiikui-01,yu'u tsiikui,peninsula,yu'u tsiikui,yu'u tsiikui,[juˀu ͡tsʲikʷi],noun,landscape and environment,,CV?V CVCV,glottalized,peninsula,península,NGC,,,,
yu-un-01,yù'ǔn,your mouth,yu'un,yù'ǔn,[jùˀũ̌],noun,body parts and the body,LR,CV?V,glottalized,your mouth,tu boca,LA,Said,objects/tu_boca.wav,audio/wav,audio
yu-uu-01,yû'uú,mouth,yu'uu,yû'uú,[jûˀuú],noun,body parts and the body,FMH,CV?VV,glottalized,mouth,boca,,,objects/boca.wav,audio/wav,audio
yutsi-01,yùtsí,sand,yutsi,yùtsí,[jùʰt͡sí],noun,natural objects (non-living),LH,CVhCV,pre-aspirated,sand,arena,NGC,,objects/arena.wav,audio/wav,audio
yuju-01,yùjǔ,stone,yuju,yùjǔ,[jùʰǔ],noun,natural objects (non-living),LR,CVhV,aspirated,stone,piedra,NGC,,objects/piedra.wav,audio/wav,audio
yuki-01,yukî,mountian (my),yuki,yukî,[jukî],noun,landscape and environment,,,,mountian (my),monte (mi),,,,,
yukie-01,yukiě,mountain (our),yukie,yukiě,[jukiě],noun,landscape and environment,,,,mountain (our),monte (nuestro),,,,,
yukiun-01,yukiǔn,mountain (your),yukiun,yukiǔn,[jukiũ̌],noun,landscape and environment,,,,mountain (your),monte (tu),,,,,
yuku-01,yukú,rude,yuku,yukú,[jūkú],adjective,descriptions,MH,CVCV,modal,rude,grosero,,,,,
yuku-02,yũkǔ,mountain/woods?,yuku,yũkǔ,[jũkũ̌],noun,landscape and environment,,CVCV,,mountain/woods?,monte,,,,,
yuku-03,yùkù,little flower leaf,yuku,yùkù,[jùkù],noun,plants and trees,LL,CVCV,modal,little flower leaf,hojita de la flor ,,,objects/hojita_de_la_flor.wav,audio/wav,audio
yuku-04,yũkù,leaf,yuku,yũkù,[jũkũ̀],noun,plants and trees,,CVCV,,leaf,hoja,,,,,
yuku-na-e-01,yukǔ ña'é,mountain/woods? (our),yuku ña'e,yukǔ ña'é,[jukǔ ñaˀé],noun,landscape and environment,,,,mountain/woods? (our),monte (nuestro),,,,,
yuku-na-i-01,yukǔ ña'î,mountain/woods? (my),yuku ña'i,yukǔ ña'î,[jukǔ ñaˀî],noun,landscape and environment,,,,mountain/woods? (my),monte (mi),,,,,
yuku-na-un-01,yukǔ ña'ǔn,mountain/woods? (your),yuku ña'un,yukǔ ña'ǔn,[jukǔ ñaˀũ̌],noun,landscape and environment,,,,mountain/woods? (your),monte (tu),,,,,
yuku-nata-an-01,yùkù nátá'ān,sleeper plant,yuku nata'an,yùkù nátá'ān,[jùkù nátáˀã],noun,plants and trees,LL HHM,CVCV CVCV?V,multiple word types,sleeper plant,dormilona grande,JGO,,,,
yuku-tujun-01,yuku tujun,,yuku tujun,yuku tujun,[juku tũʰũ],,,,CVCV CVhV,aspirated,,,,,,,
yula-va-01,yùlá'vá,gap-toothed,yula'va,yùlá'vá,[jùláˀβá],adjective,body parts and the body,LHH,CVCV?CV,glottalized,gap-toothed,chimuelo?,,,,,
yutajta-01,yutajta,lens,yutajta,yutajta,[jutaʰta],noun,modern things,,CVCVhCV,pre-aspirated,lens,lente,NGC,,objects/lente_2.wav,audio/wav,audio
yuxi-01,yuxi,chicken,yuxi,yuxi,[juʃi],noun,domesticated animals,,CVCV CVCV,modal,chicken,pollo,NGC,,,,
yuyu-01,yúyú,dew,yuyu,yúyú,[jújú],noun,plants and trees,HH,CVCV,modal,dew,rocio,NGC,,objects/rocio.wav,audio/wav,audio
ko-to-01,ko'to,shirt,ko'to,ko'to,[koˀto],noun,clothing and cloth objects,,CV?CV,glottalized,shirt,camisa,NGC,,objects/camisa.wav,audio/wav,audio
yata-03,yatǎ,plow,yata,yatǎ,[jatǎ],noun,farming,MR,CVCV,modal,plow,arado,NGC,,objects/arado.wav,audio/wav,audio
sadun-01,sadǔn,hoe,sadun,sadǔn,[sadũ̌],noun,farming,MR,CVCV,modal,hoe,asadón,NGC,,objects/asadón.wav,audio/wav,audio
tyeje-02,tyejé,ox,tyeje,tyejé,[t͡ʃeyé],noun,farming,CH,CCVCV,modal,ox,buey,NGC,,objects/buey.wav,audio/wav,audio
tyi-i-02,tyí'i,to sow,tyi'i,tyí'i,[t͡ʃíˀi],verb,farming,HM,CCV?V,glottalized,to sow,sembrar,NGC,,objects/sembrar.wav,audio/wav,audio
kana-na-a-01,kana ña'a,harvest,kana ña'a,kana ña'a,[kana ɲaˀa],noun,farming,MM MM,CVCV CV?V,modal,harvest,cosecha,NGC,,objects/cosecha.wav,audio/wav,audio
xujtu-01,xújtu,to plow,xujtu,xújtu,[ʃúytu],verb ,farming,HM,CVCCV,modal,to plow,arar,NGC,,objects/arar.wav,audio/wav,audio
totun-02,tótun,firewood,totun,tótun,[tótũ],noun,,HM,CVCV,modal,firewood,leña,NGC,,objects/leña.wav,audio/wav,audio
xita-03,xitǎ,tortilla,xita,xitǎ,[ʃitǎ],noun,"food, drink, and cooking",MR,CVCV,modal,tortilla,tortilla,NGC,,objects/tortilla.wav,audio/wav,audio
xijyo-01,xijyǒ,griddle,xijyo,xijyǒ,[ʃiʰyǒ],noun,tools and implements,MR,CVhCV,aspirated,griddle,comal,NGC,,objects/comal.wav,audio/wav,audio
ixan-01,ixǎn,dough,ixan,ixǎn,[iʃã̌],noun,"food, drink, and cooking",MR,VCV,modal,dough,masa,NGC,,objects/masa.wav,audio/wav,audio
castillo-01,castillo,castle,castillo,castillo,[castijo],noun,houses and parts of houses,MMM,CVCCVCV,modal,castle,castillo,NGC,loan word,objects/castillo.wav,audio/wav,audio
nieve-01,nieve,snow,nieve,nieve,[nieβe],noun,landscape and environment,MMM,CVVCV,modal,snow,nieve,NGC,,objects/nieve.wav,audio/wav,audio
tuku-01,tuku,,tuku,tuku,[tuku],noun,,MM,CVCV,modal,,urañu,NGC,,,,
tuku-02,túku,other,tuku,túku,[túku],noun,other,HM,CVCV,modal,other,otro,NGC,,objects/otro.wav,audio/wav,audio
ra-a-01,rà'a,good/well,ra'a,rà'a,[ràˀa],adjective,descriptions,LM,CV?V,glottalized,good/well,bien,NGC,,objects/bien.wav,audio/wav,audio
xa-a-02,xa'ǎ,foot,xa'a,xa'ǎ,[ʃaˀǎ],noun,body parts and the body,MR,CV?V,glottalized,foot,pie,NGC,,objects/pie.wav,audio/wav,audio
xini-05,xînì,,xini,xînì,[ᶘînì],,,FL,CVCV,modal,,sé,NGC,,objects/sé.wav,audio/wav,audio
nta-vi-02,ntá'vi,poor/orphan,nta'vi,ntá'vi,[ⁿtáˀβi],adjective,descriptions,HM,CV?CV,modal,poor/orphan,pobre/huérfano,NGC,,objects/pobre_o_huérfano.wav,audio/wav,audio
kitsi-01,kitsǐ,livestock,kitsi,kitsǐ,[kʲtsǐ],noun,farming,R,CCCV,modal,livestock,ganado,NGC,,objects/ganado.wav,audio/wav,audio
nuu-kixi-01,nuu kixi,tepetate,nuu kixi,nuu kixi,[nuu kʲʃi],noun,landscape and environment,MM M,CVV CCV,modal,tepetate,tepetate,NGC,,objects/tepetate.wav,audio/wav,audio
yoso-02,yosó,metate,yoso,yosó,[josó],noun,tools and implements,MH,CVCV,modal,metate,metate,NGC,,objects/metate.wav,audio/wav,audio
nuu-09,nùú,teeth,nuu,nùú,[nùú],noun,body parts and the body,LH,CVV,modal,teeth,dientes,NGC,,objects/dientes.wav,audio/wav,audio
tyato-02,tyáto,low,tyato,tyáto,[t͡ʃáto],adjective,descriptions,HM,CCVCV,modal,low,bajo,NGC,,objects/bajo.wav,audio/wav,audio
kuitsi-02,kuitsi,low,kuitsi,kuitsi,[kʷit͡sʲ],adjective,descriptions,M,CVCC,modal,low,baja,NGC,,objects/baja.wav,audio/wav,audio
na-ndaa-01,ñà ndáà,truth,ña ndaa,ñà ndáà,[ɲà ndáà],noun,other,L HL,CV CCVV,modal,truth,verdad,NGC,,objects/verdad.wav,audio/wav,audio
na-tu-un-01,ñà tǔ'un,lie,na tu'un,ñà tǔ'un,[ɲa tǔˀũ],noun,other,M RM,CV CV?V,glottalized,lie,mentira,NGC,,objects/mentira.wav,audio/wav,audio
tsiani-01,tsíani,to floor,tsiani,tsíani,[t͡sʲani],verb,Actions and activities,MM,CCVCV,modal,to floor,inundar,NGC,,objects/inundar.wav,audio/wav,audio
ka-antsia-01,ka'antsia,to cut,ka'antsia,ka'antsia,[kaˀant͡sʲa],verb,Actions and activities,MMM,CV?VCCCV,glottalized,to cut,cortar,NGC,,objects/cortar.wav,audio/wav,audio
nuju-ya-vi-01,nuju ya'vi,market,nuju ya'vi,nuju ya'vi,[nuʰu jaˀβi],noun,"food, drink, and cooking",MM MM,CVhV CV?VC,aspirated,market,mercado,NGC,,objects/mercado.wav,audio/wav,audio
kanasta-02,kanásta,,kanasta,kanásta,[kanásta],noun,,MHM,CVCVCCV,modal,,?,NGC,,,,
yutsi-02,yutsí,sand,yutsi,yutsí,[jut͡sí],noun,landscape and environment,MH,CVCCV,modal,sand,arena,NGC,,objects/arena.wav,audio/wav,audio
ka-a-07,ká'a,anus or vagina,ka'a,ká'a,[káˀa],noun,body parts and the body,HM,CV?V,glottalized,anus or vagina,ano o vagina,NGC,,objects/ano_o_vagina.wav,audio/wav,audio
na-ve-i-01,nà ve'i,family,na ve'i,nà ve'i,[nà βeˀi],noun,people,L MM,CV CV?V,glottalized,family,familia,NGC,,objects/familia.wav,audio/wav,audio
na-na-ka-an-01,ña ná ka'an,religion,na na ka'an,ña ná ka'an,[ɲa ná kaˀã],noun,other,M H MM,CV CV CV?V,glottalized,religion,religión,NGC,,objects/religión.wav,audio/wav,audio
tsii-tsika-koni-01,tsìì tsiká koni,I caught fish yesterday,tsii tsika koni,tsìì tsiká koni,[tsìì t͡sʲká koni],verb (completive),Actions and activities,LL H MM,CCVV CCCV CVCV,modal,I caught fish yesterday,agarré pescado ayer,NGC,[unresolved media reference: 'agarrar'],,,
tsii-tsika-vitsin-01,tsíì tsiká vitsin,I caught a fish just now,tsii tsika vitsin,tsíì tsiká vitsin,[tsíì t͡sʲká vitsin],verb (continuative),Actions and activities,LL H MM,CCVV CCCV CVCCVC,modal,I caught a fish just now,agarro pescado ahora,NGC,[unresolved media reference: 'agarrar'],,,
tsii-kitsi-xi-in-yo-o-01,tsìí kitsi xí'in yo'ǒ,to catch an animal with a rope,tsii kitsi xi'in yo'o,tsìí kitsi xí'in yo'ǒ,[tsìí t͡sʲká ʃíˀĩ joˀǒ],verb,Actions and activities,LH H HM MR,CCVV CCCV CV?V CV?V,glottalized,to catch an animal with a rope,agarrar animal con cuerda,NGC,,objects/agarrar_animal_con_cuerda.wav,audio/wav,audio
panu-01,pañu,,pañu,pañu,[paɲu],noun,,MM,CVCV,modal,,reboso,NGC,,,,
lo-o-02,lo'o,little,lo'o,lo'o,[loˀo],adjective,descriptions,MM,CV?V,glottalized,little,poquito,NGC,,objects/poquito.wav,audio/wav,audio
ra-02,rà,he,ra,rà,[rà],pronoun,people,L,CV,modal,he,él,NGC,,objects/él.wav,audio/wav,audio
taxa-01,táxá,ray,taxa,táxá,[táʃá],noun,landscape and environment,HH,CVCV,modal,ray,rayo,NGC,,objects/rayo.wav,audio/wav,audio
nu-u-se-e-01,ñú'ù sè'e,pregnant,nu'u se'e,ñú'ù sè'e,[ɲúˀù sèˀe],noun,body parts and the body,HL LM,CV?V CV?V,glottalized,pregnant,embarazada,NGC,,objects/embarazada.wav,audio/wav,audio
nu-u-se-e-02,ñú'ù sè'e,she is pregnant,nu'u se'e,ñú'ù sè'e,[ɲúˀù sèˀe],noun,body parts and the body,HL LM,CV?V CV?V,glottalized,she is pregnant,esta embarazada,NGC,,objects/esta_embarazada.wav,audio/wav,audio
xiliintsi-xijni-ndixi-01,xiliintsi? xijni ndixi,corn mushroom elote,xiliintsi? xijni ndixi,xiliintsi? xijni ndixi,[? ʃiʰni ndiʃi],noun,"food, drink, and cooking",? MM MM,? CVhCV CCVCV,pre-aspirated,corn mushroom elote,huitlacoche cabeza elote,NGC,,objects/huitlacoche_cabeza_elote.wav,audio/wav,audio
sokun-nda-a-01,sokǔn nda'a,doll,sokun nda'a,sokǔn nda'a,[sokũ̌ ndaˀa],noun,clothing and cloth objects,MR MM,CVCV CCV?V,glottalized,doll,muñeca,NGC,,objects/muñeca.wav,audio/wav,audio
iki-kintsika-02,ikǐ kintsika,rib,iki kintsika,ikǐ kintsika,[ikǐ kiⁿt͡sʲka],noun,body parts and the body,MR MM,CVC CVCCV,modal,rib,costilla,NGC,,objects/costilla.wav,audio/wav,audio
tsie-e-ka-a-01,tsie'e ka'a,hip,tsie'e ka'a,tsie'e ka'a,[t͡sʲeˀe kaˀa],noun,body parts and the body,MM MM,CV?V CV?V,glottalized,hip,cadera,NGC,,objects/cadera.wav,audio/wav,audio
iki-ka-a-02,ikǐ ka'a,spine,iki ka'a,ikǐ ka'a,[ikǐ kaˀa],noun,body parts and the body,MR MM,CVC CV?V,glottalized,spine,columna,NGC,,objects/columna.wav,audio/wav,audio
nu-ndee-kitsi-01,nu ndee kitsí,farm,nu ndee kitsi,nu ndee kitsí,[nu ndee kitsí],noun,farming,M MM MH,CV CCVV CVCCV,modal,farm,granja,NGC,,objects/granja.wav,audio/wav,audio
kama-03,káma,bed,kama,káma,[káma],noun,houses and parts of houses,HM,CVCV,modal,bed,cama,NGC,,objects/cama.wav,audio/wav,audio
mesa-02,mésa,table,mesa,mésa,[mésa],noun,houses and parts of houses,HM,CVCV,modal,table,mésa,NGC,,objects/mésa.wav,audio/wav,audio
nda-a-ta-an-01,nda'a ta'an,to get married,nda'a ta'an,nda'a ta'an,[ndaˀa taˀã],verb,Actions and activities,MM MM,CCV?V CV?V,glottalized,to get married,casarse,NGC,,objects/casarse.wav,audio/wav,audio
ka-ni-01,ka'ni,to hunt,ka'ni,ka'ni,[kaˀni],verb,Actions and activities,MM,CV?CV,glottalized,to hunt,cazar,NGC,,objects/cazar.wav,audio/wav,audio
na-nuun-xijni-computadora-01,ña ñuun xijni computadora,computer memory,ña ñuun xijni computadora,ña ñuun xijni computadora,[ɲa ɲuũ ʃiʰni computadora],noun,modern things,,CV CVV CVCV CVCCVCVCVCV,pre-aspirated,computer memory,memoria de computadora,NGC,,objects/memoria_de_computadora.wav,audio/wav,audio
tsiuun-antsivi-01,tsiuun antsivi,star,tsiuun antsivi,,[͡tsʲuũ aⁿ͡tsʲβi],noun,natural objects (non-living),,CVV VCVCV,modal,star,estrella,NGC,,objects/estrella.wav,audio/wav,audio
numero-01,numero,number,numero,numero,[numero],noun,numbers,,CVCVCV,modal,number,número,NGC,loan word,objects/número.wav,audio/wav,audio
nuun-xijni-01,ñuun xijni,memory of the mind,ñuun xijni,,[ɲuũ ʃiʰni],noun,people,,CVV CVCV,pre-aspirated,memory of the mind,memoria de la cabeza,NGC,,objects/memoria_de_la_cabeza.wav,audio/wav,audio
ka-nena-01,ka nena,invitation,ka nena,,[ka nena],noun,social events and responsibilities,,CV CVCV,modal,invitation,invitación ,NGC,,objects/invitación.wav,audio/wav,audio
